id,x01,x02,x03,x04,x05,x06,x07,x08,x09,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y
14,0.2858793,0.66803397,-1.81090759,-1.98918215,1.17050251,0.48124405,0.67204223,0.2492979,1.23795995,0.26336677,-1.94348114,0.78012042,0.24828356,0.99823216,-0.17377118,1.20908292,-1.97182702,-0.48291163,-0.84345785,-1.96666525,1
15,-1.4133394,-1.81631998,1.25770081,1.50142687,1.1609332,0.83278823,1.65224659,0.67377505,-0.05395487,-1.55362687,-0.49768789,0.0191229,0.16045352,1.24681875,-1.78859204,-0.36125272,-1.78738273,-0.93446716,1.59051277,-1.79312646,1
16,1.07755998,-0.18692887,1.30162215,-0.11535263,-0.94073235,-0.82059022,0.72879215,-0.39597133,0.71592524,-1.95504008,0.58736544,-0.2833541,0.64933325,-0.63165304,-1.37037765,0.12248266,0.06894423,-0.25170702,-0.70205558,-0.64423117,0
17,-0.80769927,-0.03462937,-0.79379121,0.71255871,-0.40021931,0.06842588,-0.80705702,0.55480103,1.02456726,-1.19356976,1.40335785,-1.91883827,-1.661459,0.01435341,-1.36016549,-0.459617,0.79598303,0.85770198,-1.47708806,0.0821573,1
18,0.14807709,1.15687898,1.21680071,0.28589961,1.41802121,-0.69127017,-0.86828297,0.17000406,0.45315637,1.45328332,0.27371344,-0.64188667,1.63329331,1.21595322,-0.59181548,-1.10046585,1.43852089,-0.9526955,1.42644352,1.32126858,1
19,-1.73073761,1.77347164,0.37446882,-1.75099363,1.02829798,-0.3496929,-0.47145601,-0.62327021,1.17207093,-1.59288911,-1.84930734,-1.69118309,1.90667487,-1.39557973,1.82175304,1.49554662,-0.05387614,-1.52255517,-0.19841896,0.78419196,0
20,0.37784701,1.91228866,-1.98601856,0.35172264,-1.54316252,-1.54372277,-0.76840077,1.03147374,0.61010604,-1.26820362,1.03790316,1.12375734,-0.11585485,0.50164647,-1.590581,-0.93501274,-0.60829994,-0.76915851,-1.86292018,0.18586632,1
21,-1.0419465,-0.48377897,-0.94290739,-1.8257253,-1.7753127,-1.72103352,-0.78961526,1.18917117,-0.4438878,0.99741887,0.51341581,-1.37203546,0.12474206,-1.96915753,-0.43085393,0.55476978,1.27421761,-1.19424689,1.78205438,-1.17474869,1
22,-0.41734417,-0.83814159,1.726298,1.09929697,-0.08210994,0.45359006,-0.39729587,-1.61262667,-0.72553414,-0.25260814,-1.82773745,-1.81618031,-1.4117899,-1.65286878,-1.06720662,-0.23236298,-0.45894243,0.9702464,1.74564049,0.19228067,0
23,0.08154559,-1.0831987,-0.01988453,1.26738098,0.78388931,-1.33960397,-0.77272671,1.3176892,1.80319128,0.79707384,-1.09354086,-0.54244102,0.62922058,1.22865348,-0.17720141,0.77952944,0.338097,-0.87512609,-1.2056959,-1.25409845,0
24,-1.95932191,-0.74676257,1.55423105,-1.96113835,0.64875339,-0.21979116,-0.846611,-1.67557084,0.65387613,0.37877877,1.75724537,-0.55315887,-0.8987926,1.92639329,-1.18857428,-0.09680408,0.10267889,1.69115968,1.1842563,-0.63200674,0
25,1.65687925,1.56948754,0.82357346,-1.55840454,-0.63802283,1.42906766,0.10356874,-1.50314382,0.21482209,-1.3166683,0.65654918,0.39549567,-1.89490345,1.08604136,-0.35268411,0.74792577,1.66173455,-0.84127156,-0.18096144,-0.19801783,1
26,1.3372668,1.82378659,-1.92198547,1.1125082,0.53549301,1.05438044,1.46314524,-0.94026528,-1.01820138,-0.4256508,-0.64318619,-0.764282,-1.96875695,-1.6008729,-1.62579014,-1.59207493,-1.72125589,-1.37331579,-1.649434,0.57286661,1
27,-1.53483641,-1.5836223,-1.44149226,-1.44122952,-0.45207242,0.4901563,-0.57520248,0.1496505,-0.26581417,1.60895904,0.29458557,1.04891258,0.71936093,-0.05464458,-0.40459576,0.74554962,0.31373912,-1.29342947,-1.42365662,-0.75642413,0
28,1.91677118,0.29961294,0.55009239,-0.42754587,-0.88968473,-0.39896057,-1.81842351,-0.82865342,-1.34639155,0.19785804,0.46333332,1.18315373,-0.5472796,1.4502529,-1.14207677,1.72981811,-0.3605616,1.73275655,-0.21713424,-1.99029562,1
29,1.54969543,0.68745622,1.59392017,-0.37166626,-0.15411518,1.30017189,1.49488289,1.2632881,-1.61469406,0.82494385,-0.54172332,0.44881241,-1.77956191,1.82262886,0.08277937,-0.72296974,1.98030362,-0.91130344,-0.34970793,-1.31318702,1
30,-1.5235043,0.64496251,-1.0766727,1.52503673,-1.25509473,0.31461473,-1.5845903,0.2223851,-1.04102682,-1.91846004,-0.31488884,-1.38199262,-0.25750139,1.05054928,1.92529409,1.17871713,-1.12832435,-1.9327925,-1.55718793,-0.31089683,1
31,0.29058375,-1.56507956,0.86720921,1.75143771,-0.82127442,1.35674414,-1.91600666,0.18415449,0.00676768,0.54247023,-0.18463824,1.96098702,-0.54803275,0.07641473,-0.61087445,0.58310662,1.1366314,-0.74588965,-0.36438244,1.08323946,0
32,-0.73586557,0.76396455,1.28473671,-1.56016643,0.37313427,-1.59711633,-1.14374097,-1.21328582,1.20827629,1.75239286,-0.20891204,0.47189352,-1.23910014,-1.55763588,0.05252826,-0.88429369,-0.21150704,1.3889131,-1.72535846,-1.42814257,0
33,-0.08626669,0.9394057,1.61737922,1.41185315,-0.67242761,-1.70096889,0.560215,-0.26354153,0.68376554,0.54296767,1.72791514,0.0060112,-0.8258361,-1.46535092,-1.60239526,1.58280839,-1.99936364,-0.136443,1.76500301,-0.35374164,1
34,-1.35672133,-1.66226593,1.79067441,-0.77247298,1.48966136,-1.37173705,1.66006813,0.74595552,1.85305972,-1.55975395,1.51477321,-0.35917165,-1.3963149,0.09593614,0.83433126,0.52707596,-1.84430456,-0.21729449,-1.23006002,0.07918683,0
35,0.11212401,-1.91190833,-0.53581061,0.7819175,1.90894792,0.08050196,0.91940648,-1.43649419,1.02010109,-0.47778542,-0.49521672,0.97916419,-1.66235841,0.67637992,-1.88629005,0.4859096,-1.89948289,-0.49329864,-1.13666862,-1.17051396,1
36,-0.00996255,1.48509981,1.04808498,1.68978926,-0.65308879,-0.55436566,0.57595645,-1.41230143,-0.14636747,-0.69409734,-0.32297905,-0.51040206,1.74640427,-1.80247362,0.66386356,-1.72568421,1.07972843,-1.51633369,0.08067677,1.58498472,0
37,0.6592253,-0.34377855,-1.5252721,-0.81224767,-1.75512167,1.71368618,-0.57938026,-0.62257481,-0.96846772,1.99589228,-0.50655567,1.96351147,1.5070784,1.8415036,-0.10298736,1.28735491,-0.50247648,1.00419907,-1.67341008,1.8733685,0
38,-0.59247754,-1.05705522,-1.94346428,-1.23424942,1.56903492,-1.90969354,1.18354994,-1.08872982,-1.71247334,-1.91756225,0.92958253,0.40895874,-1.6732987,-1.93682124,1.3547813,-1.90477205,0.88587273,-0.58544681,-1.88995661,-0.30218556,0
39,1.28906533,-1.9704823,1.36403941,-1.50388572,-1.41374636,-0.69755178,-0.03519041,-1.49559096,1.34440844,1.31021516,1.13442306,0.25819401,1.33640307,-1.67006459,-0.63819899,1.77286758,0.27861139,-0.08024256,-1.4495256,0.9868991,1
40,-0.62644647,-1.41102475,0.13614589,1.96879783,-1.01911483,0.08761952,-0.91547997,0.1103274,0.36759768,1.02007394,1.48740151,-1.62217793,-0.59531533,0.15938806,-1.51278908,-0.73896603,0.51501555,1.18049751,-1.89536528,-1.89385291,0
41,1.04611227,-0.39977011,-1.3973684,-0.91979013,-0.11131162,1.61297353,1.90097886,-0.37095968,0.67833445,0.07983115,-1.70067992,-0.87194359,1.70386253,0.24661347,-1.34655961,-1.32932341,0.81079262,1.28751274,1.42675489,0.12607953,0
42,0.04604308,-0.84480299,-0.62499798,0.70790872,-1.71148906,0.99591192,-0.12522167,-1.59945195,-1.17289057,0.23744926,1.51144584,1.7544034,1.77231746,0.76274775,-1.98603446,-1.98855333,1.25919495,-0.11583677,0.3477339,0.47235171,1
43,-0.21419268,1.1327537,-1.7686909,0.7226457,-1.96309294,0.50089786,0.73269287,1.18151485,0.75350207,0.92150944,0.95038937,0.49222455,-1.04079933,-1.47211563,1.45636741,-1.74067172,0.68604068,0.88092244,-0.7171561,0.07401281,1
44,0.07697479,-0.56950857,1.75100553,1.76545151,1.11414687,-0.89730885,-0.55080961,1.41994048,-0.75510898,-0.36878634,-1.13275255,-0.36696955,1.74393716,0.88095703,-0.80869131,0.3831165,0.48092841,0.74178147,1.93870835,-1.54923922,0
45,1.75070937,1.59913908,-0.28286841,1.26292001,0.04525653,1.32691455,-1.67292309,0.70924741,0.07821626,-0.74163439,-1.63048737,-1.79206009,-1.3215097,1.32421545,-1.02219874,1.18775873,0.30067123,-0.89198979,-1.59150855,-1.85827302,0
46,0.53072717,-0.77885918,1.81424965,1.64854667,-0.44884883,-1.88788497,-1.40480739,-0.28524578,0.13540741,0.49036013,-0.51374262,-1.01999636,0.2680106,-0.07421677,0.71055357,-0.3464597,0.1171057,-0.71645522,0.6677504,0.38711352,1
47,-1.34363807,1.05181685,-0.25723164,0.35664861,1.82013542,1.9076746,0.38554594,-1.89797669,0.12848182,-1.44807153,-0.86957559,-1.87943011,1.80987003,-1.90025853,1.01166259,-1.82850749,-0.07069625,0.85485923,-0.50234561,-1.07010647,1
48,1.93441656,-1.36801883,0.58158788,1.19878047,-1.42354875,1.97536724,-0.67470697,-0.35901449,0.76219979,-0.70227497,-0.10723258,0.1276822,0.4721948,-0.74465932,0.48891605,-1.51473479,-1.07561747,0.80083715,1.54004287,-1.35376899,0
49,0.08970324,0.1917116,1.61124319,1.68690315,-1.88348483,-0.80276231,-1.38409674,-0.36095741,0.77457698,-1.6962051,-1.91440399,1.05185377,0.90951341,0.14581934,0.48846471,-0.18008223,1.26073486,1.24999872,0.43741258,-1.57865894,1
50,0.43876892,-0.71357896,-0.96442162,0.29668484,1.91641235,-0.23150267,0.75835647,1.94448539,-1.46430881,0.81246328,-1.01734531,0.09726699,1.35834907,1.10363149,1.16290646,-1.80327705,-1.5232221,-1.7312728,-1.31868073,-1.70570881,0
51,1.83661292,-0.25983781,-1.03783693,1.31995432,-1.95375566,1.13287586,0.39108632,-1.27579123,0.30185407,0.85172663,-1.92843878,1.51655165,-0.51420991,1.73625016,0.56487292,1.47296642,1.68808821,-1.90248229,0.30135476,-0.95926446,1
52,1.48187455,-1.28369014,-0.27214266,0.98095869,0.3431673,-0.93386613,1.47889592,-1.4374809,0.39870282,-0.025096,0.43123719,-0.67555545,1.2316673,0.29884523,0.2979472,1.3810245,-0.49300922,0.95550556,0.97646776,1.02550266,0
53,0.11760981,1.0011592,1.06073305,0.41210236,1.30492524,1.71134936,1.45952606,-0.02987196,1.32207973,-0.41933585,-1.19187832,1.09905039,1.35802267,1.2159229,-1.36075227,1.12890449,-0.27566631,1.33082384,1.17350945,0.00038144,1
54,-1.60979183,1.70900868,1.20102656,0.20101939,0.708546,-0.52555093,-1.0067321,-1.38698399,-1.31722651,-0.74886097,0.9075025,1.06147413,-0.83816293,0.22283296,0.43402343,-1.63351197,-1.9968884,-1.0835963,-1.91865402,-0.50417603,0
55,-1.57474405,-0.84677539,0.26928741,-1.56773582,1.1915927,-1.97324625,0.68720132,-1.48422937,0.58452612,0.51943712,-0.93693757,-0.47755471,1.14688048,-0.39113522,-0.39041161,0.13235919,-1.48114699,1.06000384,1.61394694,0.32398375,1
56,0.23598907,0.49307316,0.38017317,-1.38348582,0.31229038,-1.74478504,1.60693017,-0.64078858,1.54716285,-0.16861298,0.01522633,-1.57328783,1.9189311,-1.8935178,1.96458111,-0.25659498,-0.44503178,-0.73355656,-0.23274847,-0.98343651,1
57,0.70802171,-0.35909967,1.36822941,-0.19047192,-1.15481593,-1.07708398,1.46359804,-0.77262423,0.78600054,1.80057086,0.87449333,-0.38713958,1.430192,-1.57814178,-1.3645762,0.04618078,0.15539685,-0.07744221,1.40576805,1.16546577,1
58,-1.0885604,0.20432863,0.26212018,0.95332416,-0.53480649,0.7763562,1.1633853,-0.54920512,-0.01919556,-0.03049719,-0.8685375,1.46711145,-0.52381761,0.62180215,-1.46717839,-1.60518394,-1.62039521,1.76793289,1.92218556,-0.18165269,0
59,0.31713953,0.73535733,1.2581745,0.16500118,1.93217068,0.93695484,1.4214815,1.0407182,-1.95527123,-0.79424601,-1.28958175,1.46268078,-0.52302362,-1.50259269,-1.24582486,1.98369691,0.61093049,-0.22111107,-1.05499315,-0.51606079,1
60,0.5159935,0.60834319,1.90856651,-0.20611668,0.21352953,0.51440389,-1.07137611,-0.26842801,1.37265727,-1.79013346,0.4767846,0.65729352,0.80158568,-0.2965742,1.78015409,1.2664646,-1.77333076,-1.55452425,1.57877357,0.54990874,1
61,-0.07948502,-0.54069224,0.30677844,0.65224115,-1.51085036,-1.66423476,0.05831705,1.07413246,-1.69280451,0.75807624,1.66371281,-1.10651426,-1.51452251,1.00119142,-0.10652676,0.21699137,-0.13291665,-0.82017112,1.70708157,-0.40962307,1
62,-1.79058933,-1.3356772,0.77590963,-0.1094704,-1.56555852,1.54538568,-0.49105744,1.48337187,0.8915591,-0.60245154,-0.69886055,1.81479297,1.85248423,-0.61680133,1.38505139,0.59185852,1.91354753,1.42017047,-0.61065556,-1.72138442,0
63,-1.60673215,1.29213973,1.70519512,0.92458869,1.51390926,-0.43625848,-0.88373546,0.63882682,0.49559348,0.75668092,1.18192562,1.96460695,-0.24664833,0.55799901,-0.80064473,1.66708316,0.27835853,-1.85073477,0.23597626,-1.40282741,0
64,1.37352456,0.60055067,-1.0694164,0.96895538,1.97964336,0.98076123,0.26604378,-0.57444167,1.18936582,-1.49592824,1.99226548,-1.75011236,0.13475978,-0.62450461,0.09835701,1.93908039,-0.49937811,1.61867554,1.32422013,-1.38576282,1
65,1.55935324,-0.33021294,1.71877425,-1.29471114,0.24557486,0.13095551,-0.5101643,0.17722809,1.19047668,-0.21352015,-1.13179407,0.82725314,0.06909137,0.17384774,0.21201073,-0.52885821,1.11819355,0.63549414,0.44224798,0.32719403,0
66,-0.51788476,1.14853849,0.98947824,-0.25926672,-0.45197482,-1.51863963,-0.59617386,0.30974979,1.99269568,0.03075531,0.11473281,-0.85284147,-0.71992744,-1.85700983,-1.85102629,1.75221131,-0.38505871,0.82124185,-1.54129683,0.08905488,0
67,0.49783904,-1.25455518,1.52411506,0.17470533,-0.7958824,-0.80647973,0.13407155,1.92555911,0.69082408,1.11194756,0.18792162,-1.99755219,1.56000843,0.86261294,-0.44816898,-1.55361485,-0.6085365,1.01144674,1.30212835,1.72567036,0
68,0.59653762,-1.32689679,0.74911247,-1.23543451,1.47027735,-1.16733484,-0.63916756,0.34419171,0.78732774,-0.8271427,0.83268914,-0.55384587,-0.53060367,-0.13321647,-0.96013471,-1.60456647,0.52560951,1.64108064,0.98713797,0.85562297,0
69,-0.74615523,1.17785849,0.94283797,1.21339151,1.06540168,0.47221563,1.1237412,1.84465178,-1.98612994,-0.73727728,-0.48981352,-1.29240449,0.36399987,-1.77402435,-1.94759009,1.3821976,-1.8566448,-1.70478851,-0.98868963,1.56150283,0
70,-0.22016366,0.50956744,-1.27172533,-1.82223386,0.53473098,-1.83623226,1.73549985,-1.91847224,-1.39479561,1.70234195,-0.84530091,-0.61384841,-1.03503979,-1.28171835,-0.27491613,0.98301468,-0.7947219,-0.72459791,-0.08324102,-1.46909267,0
71,1.40118649,1.8906461,1.9357114,0.84906416,1.07102124,-0.42728286,-0.33775607,-0.47321049,-1.35865352,1.23314543,0.60143085,1.25629824,-0.6679878,0.53928502,1.7562918,-0.73387373,-0.31954963,1.27399101,1.46420019,0.74206687,1
72,0.71584059,1.33845042,0.53705407,1.34508525,-1.78459143,-1.86773887,1.84461923,1.65557386,-1.93267566,-1.99583174,-0.22496033,1.3982515,1.91879203,-0.28641948,-1.10140997,-1.2693655,1.06923565,1.1158478,-0.9931922,-1.06440678,1
73,-0.19700686,-1.98659648,-1.13350051,-0.30611598,0.45871131,-0.30305748,-1.17396876,-1.3039053,0.40859775,-0.44197499,-1.29543899,-0.72398174,0.57717041,0.63099508,1.18251347,-0.50563091,0.00578637,1.40069221,-1.79979612,1.45100659,0
74,-0.90959763,-1.52710292,0.56142484,-0.29561116,-0.76461331,0.05305267,-0.1847747,0.080697,0.96166864,-1.04663534,-1.36863886,1.80374465,1.90792405,-1.49849379,0.81119493,-0.83270433,-0.4438101,0.07058148,1.37224602,0.13348777,0
75,0.45277678,1.82609086,0.72918546,1.22455712,1.43760422,-1.05135716,-1.5653585,-0.67045578,-0.69184535,1.630423,-0.09403357,-1.89769311,1.77759537,1.0923501,-1.3402052,-1.0755055,1.75837738,-1.21818838,-0.35990254,0.53671005,1
76,-1.77930549,-0.7655101,0.43914467,-1.79235682,0.8478979,0.08225346,-0.62416921,1.97127329,1.43643232,-0.29430833,0.44393299,-0.32449116,-0.3639419,1.84871731,0.84178396,-0.22635551,-0.58394916,-0.03993841,-1.70008307,-1.89490299,0
77,-1.84643387,0.12261109,1.20724687,1.67540542,-0.37626507,0.20571143,-1.79335482,1.20382842,1.30324485,-1.28560376,-0.96562908,0.23317584,-0.55250175,-1.32527999,-1.75803552,0.74786801,1.7254195,-1.01795486,-1.2333567,-0.80092925,0
78,-1.25676476,-1.86443429,-0.95504265,0.39978988,-0.72901569,0.19119229,-1.94328829,0.33670039,0.98521586,0.05573976,-0.63841996,1.09646189,1.70825133,-0.2459349,-0.34439731,-0.23816018,-1.6551449,-0.75305785,-0.30391699,0.77586056,0
79,1.88107645,0.40406303,-1.26700168,0.97067323,0.69069687,-1.97381597,1.38501121,0.23172021,-1.33838365,1.29852039,1.53356639,-1.55238754,-0.30190069,0.7042635,-0.43094179,-1.25480852,-1.22250378,-0.3347452,1.99898223,1.41863977,1
80,1.68768233,1.62739896,-1.13671802,-0.01142736,-1.53173372,-1.3400791,-0.85163398,0.92976183,1.79395479,0.2760936,-1.02155565,0.58645673,0.21269564,-1.76645132,0.52084893,-0.70300178,1.6059271,0.27640124,0.76472752,0.87981039,1
81,-0.96100637,1.74118641,0.30854723,-0.59583771,-0.47838915,-0.72650882,-0.97014289,1.22659575,0.31203858,1.47488123,-0.26167757,-1.58988573,-1.14408281,-0.11632778,1.23587605,1.00013269,0.40505747,1.36226743,1.91502324,0.7396094,1
82,-0.20262818,0.71205862,-1.35415112,1.4636238,-1.27274269,0.4391336,-1.48762158,0.49124904,-1.96252547,-0.70556946,1.91953397,1.8190204,-0.0292722,-0.01587199,-1.43269815,-1.98781997,-1.01053984,-0.92019714,1.31028404,0.69750429,1
83,-0.41674667,-0.54650423,1.12926123,1.75786914,-1.79106338,1.43547748,0.45155476,-0.72383285,-0.64704384,0.77784216,1.41994944,-0.04238383,0.81317527,-0.12319272,0.44694999,0.81299539,1.22252984,0.37095549,-1.79522777,-0.8171429,0
84,1.38042911,0.87782161,1.8967197,0.63702322,-0.39099481,1.75715657,-0.97290843,-1.9613632,-1.0396439,-0.48467607,-1.17049413,-1.65840338,-1.28611075,-1.3407985,-1.28858017,-1.04564552,-1.33211916,-1.08240904,0.41734331,0.13820026,1
85,-0.85760733,-1.85922835,1.58828989,0.57677123,-1.20386841,0.8980405,-0.77220314,1.8495339,0.0884035,-0.00026554,-0.72182876,1.34165711,-1.0493388,-0.01287056,-0.71620136,-1.11378379,0.72647559,0.58542206,-1.26754842,-0.41303036,0
86,0.97032797,1.72384573,-0.97388301,-0.93595821,-1.81376346,-1.46353725,1.92030514,-1.32352018,-1.709124,1.96560043,1.48999139,-0.75469642,-0.32870108,0.72285487,0.44469123,-1.75891961,0.4574652,-0.19308603,-0.97824764,-1.02690579,1
87,0.23195679,-0.92790913,1.29395098,-1.65938316,-1.28727587,0.4593319,0.58978264,-1.03525642,1.74074514,-0.23964445,-0.18968794,-0.30212423,-0.68978952,0.36365893,-0.04756752,-0.56607003,0.43950225,1.33987671,1.14403923,1.17348382,0
88,-0.73146339,1.59571172,-1.26070228,0.98132841,-1.69422494,-1.89658771,-0.51090558,-0.33952157,-0.5995905,-1.2196396,-1.85193742,0.64356191,1.49044971,0.06199885,-1.24218587,0.44702839,1.34977658,0.96508205,-1.44640388,-0.11317967,1
89,-0.93143775,-0.54697283,-1.41231988,-1.03924103,-0.48639885,-1.0059827,0.64888217,-1.03192307,-1.72743859,-1.13258217,-0.94145682,1.48942987,1.27674165,0.70502052,-1.96982148,0.16102629,-0.29346443,0.77656501,0.9959823,1.57185051,0
90,0.86913763,-0.85578283,-1.56252842,-0.57083907,1.60847775,0.44213717,-0.66520494,0.88032235,1.26840039,0.40846397,1.04149616,-1.90612721,-0.39110299,-0.16237683,-1.04673902,1.24659574,-1.75608456,-1.38446665,-1.25597869,1.1884221,0
91,-1.89029989,-0.39092769,0.38731556,0.97684754,-1.24097474,1.59927293,-1.89280455,-0.99919573,-1.7255356,-0.01692545,-1.37124223,0.51978169,-0.10399865,1.05130712,0.54082555,1.3822675,-1.55692786,-0.97926606,1.86063455,-0.20578698,0
92,1.79925428,1.8049187,-1.81602485,1.51708902,1.08808749,0.9174127,-0.13011379,-0.77070489,-1.79038707,1.73873693,0.4529036,-1.46382096,0.83959763,-1.74641962,1.00142123,1.33350331,0.22090251,-1.50569916,-1.32915515,1.62059519,1
93,1.22363564,-0.43358239,-1.96416582,-1.31478443,0.58500258,1.75868969,1.8305013,1.22897096,1.99248929,1.29199478,-1.67275598,-1.29402919,-0.02229021,0.3164121,0.66539459,-0.58113094,1.93461337,-0.95153446,-1.5810679,-1.494043,1
94,-0.84318858,0.00372428,1.18569074,0.13640758,1.33853196,1.40713306,-0.61831897,-1.92831665,1.94351911,-1.41874808,-1.47084456,-1.39818179,0.26264662,0.31036645,-0.67599791,1.25850467,1.49018539,-1.48388274,-0.85771509,-0.27609019,1
95,1.33560569,0.20712266,0.80420608,1.33207174,-0.97700848,-1.39596926,-0.31050255,1.09919371,1.51520994,-1.14264078,1.87971851,0.89803878,0.03595108,-1.7793271,1.93321576,0.90265074,-1.67151202,-0.53568096,1.35608459,-1.20385394,1
96,-1.86945321,0.9393874,-0.11915316,-1.275117,-0.84470648,-1.61673495,1.09108074,0.31682011,-1.18679519,1.80744356,0.01004254,0.24066917,1.62874958,0.549749,-0.56746021,-0.48893591,-1.55782375,-0.95174032,-1.87778482,-1.53490248,1
97,0.89368062,-0.99968954,-0.77327756,0.7401892,1.74897349,-0.0994818,0.49326828,-1.81005558,-0.90602798,-0.81516266,-1.99293099,-1.06575853,1.97577782,-1.79020175,0.58554548,-1.8696106,0.81213386,1.47423877,0.40864588,-0.50297277,1
98,-1.47107414,-1.499573,0.5718058,1.13419515,0.23958086,1.13906298,-0.33681463,-1.80506106,1.94482157,-0.89327259,-0.92409977,0.907879,0.6525721,0.88962846,-0.20589953,0.24712907,1.00550911,-0.73711411,-0.78638225,-1.17873443,0
99,-1.90227211,-1.74264216,0.71478425,-1.74339213,0.04904593,1.52380288,0.06789658,1.15917392,1.60518729,1.10367978,-0.63570582,0.6825967,0.40867642,-0.74730512,-1.95860971,0.82407409,1.96453229,-1.50246521,0.97825525,-0.25994494,0
100,-0.10684848,-0.01069014,0.25821424,-1.42248198,-1.83392838,1.72353663,0.64564619,0.22722545,-0.74247271,0.37871415,1.40455205,1.13546756,1.08302963,1.23148781,1.53683819,1.01958089,-0.18644301,-0.3420507,-0.68284793,0.06528444,0
101,1.64680693,-1.3912905,-1.03556379,-1.10026011,1.64948571,0.55329641,-0.0912516,-0.04710411,1.76361304,-0.22949068,1.007391,1.45469381,-0.69752807,-0.14456466,0.80329746,1.4055455,-0.53084894,-0.34655721,-1.96677817,-1.89144293,0
102,-1.6367449,-1.90361843,1.64378612,1.98568396,0.14844963,1.83096655,-0.92190494,-0.11156051,0.21172818,0.97513255,0.97304401,-0.82334294,0.05437591,1.24634149,-1.67472866,0.24685472,-0.75473607,-1.5053584,0.28672223,1.16201505,0
